OTU_386	1.1	1.204	1.45	1.408	1.479	0.335	0.575	1.313	1.336	1.472	1.16	1.463	1.511	2.596	0.898	2.156	2.62	4.237	3.423
OTU_66	0.045	0	0	0	0	0	0.133	0.222	0.204	0.315	0.07	0.169	0.212	0.359	0.237	0.281	0.199	0.469	0.16
OTU_144	0	0	0	0.095	0.487	1.982	1.71	1.788	2.519	23.867	17.858	14.582	30.777	41.352	23.525	16.184	20.853	25.707	12.058
OTU_329	0.089	0.372	0.3	1.911	1.081	0.725	0.419	1.389	3.231	4.023	2.754	5.969	6.085	15.494	4.372	5.956	4.44	6.27	5.512
OTU_11	2.057	1.657	2.523	10.598	178.201	30.247	50.928	427.315	449.35	1083.584	677.549	377.497	629.11	497.939	439.567	603.037	602.098	527.961	550.672
OTU_236	2.331	2.075	1.704	0.79	2.063	1.865	3.507	5.283	2.335	0.93	2.146	2.135	2.234	1.468	9.888	12.989	8.156	5.206	26.163
OTU_1697	0	0	0	0.04	0	0	0	0.094	0	0.066	0.089	0.125	0	0.206	0.11	0.127	0	0.127	0.147
OTU_45	0	0	0	0.411	0.681	0.418	4.225	19.029	23.576	47.605	35.316	29.105	61.949	47.525	26.02	55.975	30.746	24.964	19.114
OTU_119	0	0.117	0.043	0.938	0.078	0.302	0.391	1.133	2.616	6.45	10.88	10.457	5.837	12.215	5.521	3.837	5.882	6.055	4.301
OTU_461	0	0	0	0	0	0	0	0	0	0	0.044	0.057	0	0.148	0.062	0.114	0.06	0.05	0.567
OTU_350	0.746	0.82	0.636	0.306	0.412	0.325	1.058	2.194	2.452	6.583	8.448	8.331	17.452	16.584	5.421	7.136	6.736	5.435	4.433
OTU_3464	0.855	2.021	4.248	27.534	3.785	14.906	2.547	12.737	12.163	29.165	27.657	12.358	28.29	19.683	8.681	16.906	20.942	25.191	28.823
OTU_730	0.153	0.086	0.08	0.04	0.05	0	0.273	0.08	0.216	0.052	0.131	0.18	0.183	0.22	0.168	0.364	0.149	0.227	0.165
OTU_132	0	0	0	0	0	0	0	0	0.104	0.317	0.472	0.867	0.624	2.866	0.509	0.928	0.845	0.663	0.35
OTU_20	0.04	0.041	0.074	2.543	9.518	5.894	6.556	34.789	11.692	28.098	27.438	16.003	17.384	21.864	19.529	20.283	16.576	19.463	12.617
OTU_221	0	0.245	0	0.903	1.372	3.671	2.341	5.36	3.799	7.111	9.355	4.256	3.794	6.417	4.251	6.356	3.145	3.665	4.512
OTU_440	1.042	0.932	0.884	0.877	0.746	1.201	1.217	1.456	0.636	2.747	2.781	1.476	1.933	2.536	1.544	1.721	1.881	1.23	1.732
OTU_528	0	0	0.074	0	0	0	0	0	0	0	0	0	0	0.22	0.065	0	0	0.35	0
OTU_961	0.129	0.089	0.152	0	0.189	0.147	0.158	1.131	0.892	0.587	1.325	0.308	0.719	0.447	0.369	0.364	1.029	0.417	0.683
OTU_190	0.045	0.144	0.087	4.567	1.299	0.758	0.357	1.057	1.853	5.422	5.295	3.247	2.246	5.819	2.771	4.365	1.781	2.725	1.593
OTU_712	0.567	0.463	0.161	0.413	0.225	0	0.112	0.347	0.303	0.392	0.422	0.127	0.55	0.373	0.106	0.8	0.606	0.566	0.419
OTU_439	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0.05	0
OTU_202	0.32	0.534	0.365	0.34	0.322	0.422	1.147	0.68	0.304	1.787	1.699	0.805	1.151	2.231	0.829	1.803	0.809	0.598	0.603
OTU_282	0	0	0	0	0	0	0.771	0	0.31	0	1.958	0.072	0.301	3.962	3.818	8.849	0	0.071	0
OTU_1517	0	0	0	0	0	0	0	0	0	0.055	0	0	0	0	0	0.07	0	0	0.042
OTU_406	0.204	0.086	0.071	0	0.109	0	0.049	0.161	0.225	0.107	0.091	0.064	0.262	0.05	0	0.07	0.217	0.387	0.131
OTU_107	0	0	0	0	0	0	0	0	0	0	0.228	1.276	0.112	0.627	1.056	0.352	0	0.05	0
OTU_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0.07	0	0	0
OTU_512	1.355	2.06	1.712	3.893	6.266	5.909	9.163	6.474	5.513	10.888	7.172	5.952	8.661	10.736	5.414	8.174	4.226	3.352	6.742
OTU_4306	1.361	1.203	1.875	2.348	0.98	0.761	2.709	4.527	4.023	1.006	1.596	2.592	1.672	3.212	2.168	4.197	2.518	1.832	2.479
OTU_365	0	0	0	0	0	0	0	0.123	0.438	0.236	0	0.057	0.056	0	0.551	0	0	0.205	0.111
OTU_124	0	0	0	0	0	0	0	0	0	0.104	0.201	0.851	0.459	6.935	0.285	0.844	0.583	0.271	0.038
OTU_861	0.129	0.282	0.089	0.161	0.074	0.38	0.381	0.502	0.116	0.221	0.625	0.356	0.298	0.274	0.343	0.63	0.489	0.187	0.146
OTU_310	0	0.045	0	0	0	0	0	0.064	0	0	0.122	0	0	0.05	0	0.083	0	0.098	0
OTU_675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0
OTU_392	0.427	0.172	0.152	0.043	0.16	0.205	0.186	1.118	1.522	0.514	1.208	0.743	0.234	0.931	0.6	0.52	0.167	0.946	0.401
OTU_145	0	0	0	0	0	0	0	0	0	0	0.089	0	0	0.219	0	0	0	0	0.042
OTU_80	0.069	0.083	3.024	12.399	12.659	94.922	34.178	10.613	9.543	10.829	20.708	28.842	24.166	26.7	26.429	43.055	14.649	26.032	34.812
OTU_243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0	0	0
OTU_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0	0	0
OTU_164	0	0	0	0.044	0	0	0	0	0	0	0	0.057	0.056	0	0	0	0	0.048	0
OTU_29	1.126	1.079	1.285	5.571	143.988	134.791	268.363	279.869	254.684	274.516	140.358	130.574	113.779	146.864	145.346	100.139	142.289	117.249	130.953
OTU_1894	0.939	0.734	0.608	0.828	0.577	0.654	0.439	1.285	0.24	0.791	1.071	0.776	0.785	0.91	0.713	1.777	0.739	0.547	0.741
OTU_348	0.049	0.12	0	0.061	0	0.049	0	0.094	0.405	0.271	0.091	0.223	0	0.366	0.049	0	0	0.193	0.115
OTU_39	121.567	150.788	181.06	270.618	311.501	192.276	173.117	346.787	331.105	197.972	221.623	190.713	266.307	266.763	206.704	294.994	233.788	223.694	202.878
OTU_384	0	0	0	0	0	0	0	0	0	0	0	0	0.183	0	0	0	0	0	0
OTU_841	0	0	0.124	0.157	0	0.052	0.061	0.223	0.116	0.1	0.14	0	0.196	0.111	0.057	0.141	0.098	0	0.12
OTU_410	0.045	0.045	0.044	0	0.061	0	0	1.042	0.339	0.449	1.006	0.074	0.288	0.891	0.061	0.129	0.051	0.225	0.11
OTU_261	0	0	0	0	0	0	0	0	0	0.061	0.061	0	0	0.06	0	0	0	0	0
OTU_178	3.528	3.429	2.174	2.854	2.795	3.775	5.855	4.675	1.998	3.939	3.957	2.958	3.653	3.136	3.049	5.708	2.919	3.74	2.527
OTU_112	0.622	0.764	0.248	0.24	0.402	0.512	1.539	0.68	0.378	0.656	0.487	0.184	0.646	0.772	0.524	0.791	0.455	0.482	0.654
OTU_89	0	0	0	0	0.123	0	0	0	0	0	0	0	0	0	0.057	0	0.05	0	0
OTU_777	0.04	0.135	0	0.043	0	0	0	0	0	0	0	0	0	0.051	0.049	0.07	0	0.05	0
OTU_141	0	0	0.037	0.333	0.061	2.471	1.483	0.449	0.84	0.661	0.845	0.663	0.263	0.638	0.502	0.759	0.098	0.899	0.176
OTU_2397	0.04	0.182	0.08	0.146	0.135	0.418	0.049	0.158	3.462	1.202	3.444	0.396	0.12	0.159	0.061	0.07	0.07	0.148	0
OTU_587	0	0	0	0	0	0.052	0.077	0	0	0	0	0	0	0.049	0	0	0	0	0
OTU_230	0	0.251	0.164	0.15	0.124	0	0.49	0.257	0	0	0.046	0	0.07	0.108	0.115	0.282	0	0.086	0.097
OTU_791	1.177	1.11	0.578	0.578	0.943	0.845	0.997	1.32	0.616	1.6	1.316	1.374	1.296	0.5	0.426	1.338	0.514	0.698	0.639
OTU_118	0.355	1.015	3.534	21.893	26.091	19.889	10.956	4.956	6.044	2.252	7.147	3.621	2.964	9.769	6.107	4.173	5.199	9.964	6.293
OTU_246	0.149	0	0	0	0.042	0	0	0	0	0	0	0	0	0	0.062	0	0	0	0
OTU_219	0	0	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_402	0	0.045	0.217	0.2	0	0	0.192	0.032	0	0.061	0.07	0	0.151	0.06	0	0.169	0	0	0
OTU_837	0	0	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_220	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_186	0	0.279	1.19	8.694	5.01	10.637	3.125	3.127	2.28	4.153	2.63	1.962	2.143	3.625	1.169	1.117	1.463	2.212	2.096
OTU_275	0	0.045	0.044	0	0.097	0	0	0.03	0	0	0	0	0	0	0.061	0	0	0	0
OTU_155	4.505	0.879	0.121	0.196	0.867	0.057	0.463	0.112	0.204	0.577	0.248	0.074	0.191	0.207	0.294	0.352	0.099	0.368	0.175
OTU_340	0.11	0.042	0.08	0	0.042	0	0.461	0.274	0.233	0.052	0.133	0.113	0	0	0.057	0	0	0	0
OTU_544	0.069	0	0	0	0.036	0	0	0	0.058	0	0	0	0	0	0	0	0	0	0
OTU_191	0	0.104	0	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_288	7.014	5.906	5.364	2.622	1.564	0.343	2.542	3.489	1.997	0.782	0.912	0.913	1.893	4.368	2.757	2.502	2.004	1.755	1.481
OTU_888	0	0.045	0.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_612	0.442	1.14	0.757	0.809	1.269	0.569	2.381	1.375	0.452	0.301	0.414	0.128	0.539	0.474	0.293	0.537	0.39	0.654	0.438
OTU_540	0.134	0.463	0.129	0.156	0.154	0.052	0.066	0.048	0.082	0.295	0.135	0	0.05	0.051	0.18	0	0	0.1	0.026
OTU_800	1.286	1.382	1.186	0.851	0.284	0.512	0.781	1.45	0.35	0.474	0.89	0.339	0.92	0.922	0.336	0.876	0.121	0.464	0.528
OTU_628	32.381	22.131	16.582	6.685	2.136	4.549	2.08	7.335	25.585	12.855	5.126	1.475	18.426	1.91	1.234	0.382	5.538	1.615	6.035
OTU_172	1.027	1.551	1.372	0.461	0.746	0.429	0.794	1.348	0.788	0.205	0.59	0.127	0.318	0.865	0.248	1.148	0.601	0.433	0.238
OTU_5629	0.58	0.323	0.17	0.104	0	0	0.116	0.064	0	0	0.089	0	0	0.1	0	0.098	0	0	0.036
OTU_195	0.049	0.041	0.034	0.199	0.183	0	0.061	0.032	0	0.052	0.046	0	0.05	0	0	0	0.06	0	0
OTU_378	4.026	6.573	4.009	1.984	2.788	1.893	4.097	3.004	2.729	2.881	3.004	2.016	1.975	2.767	3.148	3.656	2.02	1.523	2.067
OTU_303	0	0.042	0.046	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_637	1.571	1.271	2.086	1.751	2.036	0.876	1.93	3.45	1.405	1.489	0.995	0.658	1.194	1.801	1.719	1.407	0.516	0.673	0.595
OTU_506	0.693	0.413	0.565	0.455	0.116	0.129	0.437	0.313	0.354	0.343	0.168	0	0.192	0.404	0.174	0.505	0.1	0.085	0.146
OTU_496	1.828	9.311	23.426	25.96	8.643	32.296	3.559	1.904	5.998	6.277	2.978	2.645	9.747	5.344	2.723	4.178	4.184	1.965	2.222
OTU_575	1.334	1.102	1.036	0.406	0.623	0.361	0.952	0.573	0.116	0.297	0	0.244	0.444	0.272	0.228	1.012	0.261	0.19	0.282
OTU_926	14.469	10.408	5.479	1.426	2.711	1.084	2.425	2.078	0.88	3.874	3.872	2.199	2.349	2.096	1.842	2.023	1.201	0.91	0.733
OTU_199	3.957	2.877	2.031	0.811	0.786	0.173	1.205	0.663	0.411	1.132	0.62	0.265	0.321	0.354	0.399	1.213	0.369	0.575	0.437
OTU_108	6.194	6.588	3.36	0.777	0.567	0.497	1.63	0.835	0.482	0.6	0.766	0.376	0.334	0.619	0.555	0.915	0.375	0.348	0.26
OTU_438	0.619	0.259	0.248	0.167	0.109	0	0.353	0.064	0.082	0.177	0.043	0	0.141	0	0	0	0.051	0.035	0.11
OTU_210	24.214	36.296	16.473	8.103	7.395	5.51	15.612	10.816	4.85	5.386	5.791	3.286	3.456	6.385	3.549	8.346	2.563	4.01	6.31
OTU_374	0.732	0.612	0.271	0.382	0.362	0.149	0.753	0.311	0	0	0.043	0.064	0.217	0	0.096	0.141	0.099	0.14	0.133
OTU_525	1.937	1.655	1.592	0.4	0.558	0.068	0.689	0.479	0	0.061	0.166	0	0.146	0.06	0.061	0.283	0.229	0.255	0.1
OTU_233	1.026	0.565	0.383	0.389	0.116	0.101	0.396	0.159	0.24	0.066	0.15	0.131	0.289	0.213	0	0.114	0	0	0.095
OTU_669	4.414	4.083	2.472	1.033	1.631	0.756	2.224	1.009	0.324	1.312	0.52	0.371	0.463	1.139	0.769	1.32	0.379	0.354	0.528
OTU_136	2.348	2.049	1.543	2	1.738	1.429	3.747	1.445	1.077	0.516	1.035	0.529	0.518	1.187	0.641	1.772	0.604	0.581	0.635
OTU_716	8.88	9.003	13.51	1.33	4.441	2.028	0.466	0.474	0.256	0.299	0.087	0.255	0	0.106	0.061	0.476	0.048	0.039	0.125
OTU_396	8.371	5.9	4.81	3.774	1.995	1.076	3.287	2.601	1.361	1.745	1.62	0.558	0.949	1.54	1.141	2.772	0.98	0.851	1.303
OTU_679	3.854	1.891	1.99	1.514	1.471	0.93	2.928	1.489	0.683	0.841	0.553	0.328	0.201	0.476	0.82	1.504	0.609	0.656	0.376
OTU_182	3.526	2.775	1.965	0.921	1.32	0.718	1.945	1.326	1.926	1.149	1.091	0.374	0.158	0.982	0.506	0.702	0.508	1.122	0.62
OTU_161	6.929	7.439	3.765	1.826	2.23	1.172	3.381	2.71	0.879	1.488	1.284	0.55	0.912	0.947	0.998	1.644	0.277	0.446	0.988
OTU_7	410.827	268.194	294.342	116.129	67.259	196.009	354.894	245.395	183.907	358.869	217.71	125.391	133.824	118.302	72.666	66.793	67.806	50.659	53.192
OTU_114	7.956	9.345	6.039	8.587	8.955	5.989	15.08	8.865	3.116	2.789	3.975	2.385	2.734	4.838	3.048	4.409	2.066	2.281	2.406
OTU_179	5.332	4.477	2.182	2.496	1.835	1.469	3.843	1.593	0.6	1.598	1.221	0.409	0.75	0.704	0.301	1.621	0.495	0.747	0.463
OTU_106	1.398	1.401	0.967	0.853	1.236	0.364	1.434	0.881	0.408	0	0.07	0.266	0	0.098	0.057	0.589	0.255	0.195	0.042
OTU_906	0.435	0.382	0.252	0.236	0.263	0.283	0.298	0.29	0.058	0	0.091	0	0	0.15	0.061	0.129	0.051	0	0.113
OTU_117	22.109	34.586	29.271	49.521	56.215	37.833	43.58	13.393	5.489	4.896	5.998	5.19	4.9	9.175	7.218	6.739	3.947	5.482	3.783
OTU_116	3.992	3.488	2.988	1.839	2.444	1.319	2.015	1.909	0.47	0.304	0.587	0.471	0.386	0.532	0.565	0.764	0.515	0.426	0.356
OTU_494	4.503	3.883	4.82	5.957	7.217	4.064	5.441	1.611	1.094	1.425	1.278	0.822	1.241	1.527	1.225	0.899	0.808	0.54	0.682
OTU_19	743.679	783.968	802.878	647.921	450.925	457.628	876.201	934.035	886.109	738.688	581.391	281.729	370.576	350.287	236.762	251.56	240.308	170.286	162.26
