OTUID	Mean	Taxonomy
OTU_5291	0.001	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__Alicyclobacillus_ferrooxydans
OTU_5293	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Oceanibaculum;s__Oceanibaculum_pacificum
OTU_5294	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alteromonadaceae;g__Saccharibacteria_genera_incertae_sedis;s__Rheinheimera_arenilitoris
OTU_5295	0	k__Bacteria;p__Proteobacteria;c__Clostridia;o__Clostridiales;f__Acetobacteraceae;g__Parcubacteria_genera_incertae_sedis;s__Dehalococcoides_mccartyi
OTU_5296	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter_bauzanensis
OTU_5297	0.002	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nitrospiraceae;g__Thermodesulfovibrio;s__Thermus_thermophilus
OTU_5298	0	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Caldithrix;s__Thermogutta_hypogea
OTU_5299	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Aquamicrobium_aerolatum
OTU_5300	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter_anxifer
OTU_5301	0.001	k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;f__Family_I;g__GpI;s__Prochlorothrix_hollandica
OTU_5302	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__Rhodoplanes_elegans
OTU_5303	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca
OTU_5305	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Flavobacterium;s__Mangroviflexus_xiamenensis
OTU_5306	0.008	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinoallomurus;s__Actinoallomurus_luridus
OTU_5307	0	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea_aerophila
OTU_5308	0	k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas/Armatimonadetes_gp1;s__Armatimonas_rosea
OTU_5309	0.001	k__Bacteria;p__candidate_division_WPS-1;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__WPS-1_genera_incertae_sedis;s__Tepidisphaera_mucosa
OTU_5310	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Labrys;s__Labrys_wisconsinensis
OTU_5311	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Acetobacteroides;s__Acetobacteroides_hydrogenigenes
OTU_5312	0	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gemmata;s__Gemmata_obscuriglobus
OTU_5313	0.001	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Phaselicystis;s__Phaselicystis_flava
OTU_5314	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Pelobacter;s__Pelobacter_seleniigenes
OTU_5315	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Clostridiales;f__Aquificales_incertae_sedis;g__Thermosulfidibacter;s__Thermosulfidibacter_takaii
OTU_5316	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__Thermosporothrix_hazakensis
OTU_5317	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__Sandaracinus;s__Sandaracinus_amylolyticus
OTU_5318	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Acidiferrobacter;s__Acidiferrobacter_thiooxydans
OTU_5320	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Geobacter;s__Rhizomicrobium_electricum
OTU_5321	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Lactobacillales;f__Rhodospirillaceae;g__Armatimonas/Armatimonadetes_gp1;s__Sulfurimonas_autotrophica
OTU_5324	0.005	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter;s__Conexibacter_arvalis
OTU_5326	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Coraliomargarita_akajimensis
OTU_5327	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mariniflexile;s__Mariniflexile_soesokkakense
OTU_5328	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__Erythrobacter_marinus
OTU_5331	0	k__Bacteria;p__Parcubacteria;g__Parcubacteria_genera_incertae_sedis
OTU_5332	0	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio;s__Thermodesulfovibrio_hydrogeniphilus
OTU_5333	0.001	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga_costaii
OTU_5334	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Kaistia;s__Kaistia_adipata
OTU_5335	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Ferrovibrio;s__Ferrovibrio_denitrificans
OTU_5336	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Thermincola;s__Thermincola_ferriacetica
OTU_5337	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__Gaiella_occulta
OTU_5338	0.003	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;s__Roseomonas_gilardii_subsp._rosea
OTU_5339	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Ferrovibrio;s__Ferrovibrio_denitrificans
OTU_5340	0.001	k__Bacteria;p__Latescibacteria;g__Latescibacteria_genera_incertae_sedis
OTU_5342	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Steroidobacter;s__Desulfuromusa_ferrireducens
OTU_5343	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__Syntrophobacter_wolinii
OTU_5346	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Geobacter;s__Geobacter_anodireducens
OTU_5347	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;s__Roseomonas_tokyonensis
OTU_5348	0	k__Bacteria;p__Proteobacteria;c__Dictyoglomia;o__Dictyoglomales;f__Dictyoglomaceae;g__Dictyoglomus;s__Dictyoglomus_thermophilum
OTU_5349	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__Asticcacaulis_endophyticus
OTU_5350	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Myxococcales;f__Verrucomicrobiaceae;g__Parcubacteria_genera_incertae_sedis;s__Francisella_tularensis_subsp._mediasiatica
OTU_5351	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__Syntrophobacter_pfennigii
OTU_5352	0	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__Parachlamydia_acanthamoebae
OTU_5353	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Diplorickettsia_massiliensis
OTU_5354	0	k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__Sphaerobacteraceae;g__Nitrolancea;s__Nitrolancea_hollandica
OTU_5355	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pontibacter;s__Phaeocystidibacter_luteus
OTU_5356	0.014	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dokdonella;s__Dokdonella_koreensis
OTU_5357	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Reyranella;s__Reyranella_graminifolii
OTU_5358	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__Syntrophobacter_pfennigii
OTU_5359	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__Herpetosiphon;s__Roseiflexus_castenholzii
OTU_5360	0.001	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula;s__Pirellula_staleyi
OTU_5361	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_simplex
OTU_5362	0.005	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Povalibacter;s__Povalibacter_uvarum
OTU_5364	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Alteromonadales;f__Desulfobacteraceae;g__Saccharibacteria_genera_incertae_sedis;s__Legionella_busanensis
OTU_5365	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae;g__Hydrogenispora;s__Hydrogenispora_ethanolica
OTU_5366	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Rhizobiales;f__Sinobacteraceae;g__Pseudochelatococcus;s__Pseudochelatococcus_lubricantis
OTU_5368	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Owenweeksia;s__Owenweeksia_hongkongensis
OTU_5369	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Pelobacter;s__Desulfoglaeba_alkanexedens
OTU_5370	0.002	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__Ignavibacterium_album
OTU_5373	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__Haliangium_ochraceum
OTU_5374	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp22;g__Gp22
OTU_5376	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Actinopolymorpha;s__Actinopolymorpha_alba
OTU_5379	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_1;g__Bacillus;s__Bacillus_thermocloacae
OTU_5380	0.001	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Luteolibacter;s__Luteolibacter_luojiensis
OTU_5381	0.001	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter_bauzanensis
OTU_5383	0	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__Parachlamydia_acanthamoebae
OTU_5386	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_2;g__Desulfotomaculum;s__Desulfotomaculum_intricatum
OTU_5387	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Diplorickettsia;s__Diplorickettsia_massiliensis
OTU_5388	0.001	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp17;g__Gp17
OTU_5389	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum;s__Cellulosilyticum_lentocellum
OTU_5390	0	k__Bacteria;p__Chloroflexi;c__Actinobacteria;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea_aerophila
OTU_5392	0	k__Bacteria;p__Proteobacteria;c__Clostridia;o__Clostridiales;f__Nannocystaceae;g__Nannocystis;s__Nannocystis_exedens
OTU_5393	0	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3;s__Paludibaculum_fermentans
OTU_5394	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Clostridiales;f__Campylobacteraceae;g__Spiroplasma;s__Caldisericum_exile
OTU_5395	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales_incertae_sedis;g__Phreatobacter;s__Phreatobacter_oligotrophus
OTU_5396	0	k__Bacteria;p__Verrucomicrobia;c__Subdivision3;g__Subdivision3_genera_incertae_sedis;s__Limisphaera_ngatamarikiensis
OTU_5397	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__Ammonifex_thiophilus
OTU_5398	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1;g__Paenibacillus;s__Paenibacillus_darwinianus
OTU_5399	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Marivirga;s__Marivirga_tractuosa
OTU_5400	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Leeia;s__Leeia_oryzae
OTU_5401	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Owenweeksia;s__Owenweeksia_hongkongensis
OTU_5402	0.001	k__Bacteria;p__Verrucomicrobia;c__Subdivision3;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Subdivision3_genera_incertae_sedis;s__Bdellovibrio_exovorus
OTU_5403	0	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__Parachlamydia_acanthamoebae
OTU_5404	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Rhodospirillales;f__Desulfobacteraceae;g__Parcubacteria_genera_incertae_sedis;s__Reyranella_graminifolii
OTU_5405	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Thalassobaculum;s__Thalassobaculum_litoreum
OTU_5407	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Gp22;s__Pelobacter_acetylenicus
OTU_5408	0	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Salinispira_pacifica
OTU_5409	0	k__Bacteria;p__Parcubacteria;c__Flavobacteriia;o__Flavobacteriales;f__Spirochaetaceae;g__Parcubacteria_genera_incertae_sedis;s__Francisella_tularensis_subsp._mediasiatica
OTU_5411	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Kyrpidia;s__Thermaerobacter_composti
OTU_5412	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Clostridiales;f__Deinococcaceae;g__Deinococcus;s__Deferribacter_thermophilus
OTU_5413	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Methylocapsa;s__Methylocapsa_aurea
OTU_5414	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Deltaproteobacteria_incertae_sedis;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__Syntrophorhabdus_aromaticivorans
OTU_5415	0	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Litorilinea_aerophila
OTU_5417	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Telmatospirillum;s__Telmatospirillum_siberiense
OTU_5418	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Desulfobacteraceae;g__Saccharibacteria_genera_incertae_sedis;s__Desulfobacter_postgatei
OTU_5419	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Litoribaculum_gwangyangense
OTU_5420	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__Solirubrobacter_taibaiensis
OTU_5421	0.001	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula;s__Pirellula_staleyi
OTU_5422	0	k__Bacteria;p__Parcubacteria;c__Deltaproteobacteria;o__Desulfurellales;f__Desulfurellaceae;g__Parcubacteria_genera_incertae_sedis;s__Hippea_jasoniae
OTU_5423	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Chlamydiales;f__Chlamydiaceae;g__Acidithiobacillus;s__Acidithiobacillus_albertensis
OTU_5424	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XII;g__Fusibacter;s__Fusibacter_tunisiensis
OTU_5425	0.001	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula;s__Pirellula_staleyi
OTU_5426	0	k__Bacteria;p__Parcubacteria;c__Clostridia;o__Clostridiales;f__Nautiliaceae;g__Parcubacteria_genera_incertae_sedis;s__Helicobacter_suis
OTU_5427	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Diplorickettsia_massiliensis
OTU_5428	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Actinomycetales;f__Enterobacteriaceae;g__Chthonomonas/Armatimonadetes_gp3;s__Cardiobacterium_valvarum
OTU_5431	0	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula;s__Pirellula_staleyi
OTU_5432	0	k__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Parcubacteria_genera_incertae_sedis;s__Thermotoga_maritima
OTU_5433	0.004	k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Caldimicrobium_rimae
OTU_5434	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira_variabilis
OTU_5435	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Actinomycetales;f__Nitrospiraceae;g__Ardenticatena;s__Ardenticatena_maritima
OTU_5436	0	k__Bacteria;p__Verrucomicrobia;c__Subdivision5;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Subdivision5_genera_incertae_sedis;s__Bdellovibrio_bacteriovorus
OTU_5437	0	k__Bacteria;p__Proteobacteria;c__Clostridia;o__Halanaerobiales;f__Halanaerobiaceae;g__Armatimonadetes_gp4;s__Halothermothrix_orenii
OTU_5438	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Denitratisoma;s__Denitratisoma_oestradiolicum
OTU_5439	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Syntrophus;s__Syntrophus_gentianae
OTU_5440	0	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula;s__Pirellula_staleyi
OTU_5441	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia_chaffeensis
OTU_5442	0.005	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Streptosporangium;s__Streptosporangium_subroseum
OTU_5443	0	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__Spirochaeta_alkalica
OTU_5444	0	k__Bacteria;p__Candidatus_Saccharibacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Saccharibacteria_genera_incertae_sedis;s__Solirubrobacter_taibaiensis
OTU_5446	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter_luticola
OTU_5447	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Vibrionaceae;g__Parcubacteria_genera_incertae_sedis;s__Nannocystis_exedens
OTU_5448	0	k__Bacteria;p__Parcubacteria;c__Actinobacteria;o__Actinomycetales;f__Nautiliaceae;g__Parcubacteria_genera_incertae_sedis;s__Nautilia_lithotrophica
OTU_5449	0	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio;s__Thermodesulfovibrio_aggregans
OTU_5450	0	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__Parachlamydia_acanthamoebae
OTU_5452	0.001	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Zavarzinella;s__Zavarzinella_formosa
OTU_5453	0.001	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidisphaera;s__Acidisphaera_rubrifaciens
OTU_5454	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__Syntrophobacter_wolinii
OTU_5456	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Pelobacter;s__Magnetococcus_marinus
OTU_5457	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Desulfosporosinus;s__Desulfosporosinus_acidiphilus
OTU_5460	0	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca
OTU_5461	0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Desulfocella_halophila
OTU_5462	0	k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;o__Bacillales;f__Bacillaceae_1;g__Blastocatella;s__Blastocatella_fastidiosa
OTU_5463	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas;s__Syntrophomonas_cellicola
OTU_5464	0	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema_maltophilum
OTU_5465	0.001	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Chitinimonas;s__Chitinimonas_koreensis
OTU_5466	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter_pelophilus
OTU_5467	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces;s__Jatrophihabitans_endophyticus
OTU_5468	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Deferribacteraceae;g__Desulfovibrio;s__Geovibrio_thiophilus
OTU_5470	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium_aerolatum
OTU_5472	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Clostridiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__Prosthecobacter_dejongeii
OTU_5475	0.001	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus;s__Tumebacillus_flagellatus
OTU_5476	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter;s__Dyadobacter_fermentans
OTU_5477	0	k__Bacteria;p__Armatimonadetes;g__Armatimonadetes_gp4
OTU_5478	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus_aquaeductus
OTU_5480	0.001	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_4;g__Anaerosolibacter;s__Anaerosolibacter_carboniphilus
OTU_5481	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinobacterium;s__Marinobacterium_marisflavi
OTU_5482	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Tepidimicrobium;s__Clostridium_purinilyticum
