OTU ID	Phylum	Class	Order	Family	Genus
OTU_2611	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Thermogemmatisporaceae	Thermogemmatispora
OTU_2617	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3
OTU_2604	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia
OTU_2618	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
OTU_2607	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix
OTU_2633	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Thermodesulfovibrio
OTU_2630	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Gp4
OTU_2602	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium
OTU_2614	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae_1	Thermoactinomyces
OTU_2612	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gemmata
OTU_2624	Bacteroidetes	Bacteroidia	Bacteroidales	Flavobacteriaceae	Anaerocella
OTU_2605	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces
OTU_2641	Parcubacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Parcubacteria_genera_incertae_sedis
OTU_2613	Proteobacteria	Deltaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Desulfobacca
OTU_2626	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Sinibacillus
OTU_2627	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinopolymorpha
OTU_2629	Elusimicrobia	Endomicrobia	Clostridiales	Peptococcaceae_1	Candidatus_Endomicrobium
OTU_2636	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfocapsa
OTU_2601	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU_2608	Acidobacteria	Acidobacteria_Gp22	Desulfuromonadales	Desulfuromonadaceae	Gp22
OTU_2637	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea
OTU_2625	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Hamadaea
OTU_2638	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_2634	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_2631	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pelagibacterium
OTU_2622	Proteobacteria	Deltaproteobacteria	Myxococcales	Desulfuromonadaceae	Pelobacter
OTU_2640	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfonatronovibrio
OTU_2643	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
OTU_2645	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter
OTU_2639	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter
OTU_2615	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfonema
OTU_2619	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Syntrophobacter
OTU_2642	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Albibacter
OTU_2620	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
OTU_2646	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
OTU_2647	Acidobacteria	Acidobacteria_Gp7	Unassigned	Unassigned	Gp7
OTU_2649	Proteobacteria	Actinobacteria	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter
OTU_2621	Acidobacteria	Acidobacteria_Gp21	Bacillales	Bacillaceae_1	Gp21
OTU_2654	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Thermodesulfovibrio
OTU_2650	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Streptococcus
OTU_2658	Acidobacteria	Acidobacteria_Gp5	Unassigned	Unassigned	Gp5
OTU_2651	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Reyranella
OTU_2663	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermogemmatisporaceae	Thermogemmatispora
OTU_2661	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
OTU_2644	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas
OTU_2659	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gp22
OTU_2667	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_2673	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix
OTU_2656	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
OTU_2669	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Bryobacter
OTU_2665	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae_1	Laceyella
OTU_2648	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3
OTU_2666	Actinobacteria	Actinobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter
OTU_2674	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter
OTU_2670	Proteobacteria	Gammaproteobacteria	Chromatiales	Sinobacteraceae	Steroidobacter
OTU_2657	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
OTU_2655	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella
OTU_2668	Parcubacteria	Clostridia	Clostridiales	Thermaceae	Parcubacteria_genera_incertae_sedis
OTU_2681	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides
OTU_2678	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Candidatus_Solibacter
OTU_2672	Latescibacteria	Bacilli	Lactobacillales	Lactobacillaceae	Latescibacteria_genera_incertae_sedis
OTU_2679	Parcubacteria	Gammaproteobacteria	Clostridiales	Flavobacteriaceae	Parcubacteria_genera_incertae_sedis
OTU_2675	Firmicutes	Cyanobacteria	Clostridiales	Family_I	GpI
OTU_2662	Firmicutes	Clostridia	Bacillales	Bacillales_incertae_sedis	Calditerricola
OTU_2686	Candidatus_Saccharibacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Saccharibacteria_genera_incertae_sedis
OTU_2682	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_2690	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Rhodothermaceae	Rubrivirga
OTU_2689	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Compostibacillus
OTU_2677	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira
OTU_2688	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Gp9
OTU_2704	Proteobacteria	Gammaproteobacteria	Nautiliales	Nautiliaceae	Armatimonadetes_gp4
OTU_2693	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
OTU_2696	Acidobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gp4
OTU_2698	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Actinotalea
OTU_2702	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
OTU_2710	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira
OTU_2684	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter
OTU_2697	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces
OTU_2713	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus
OTU_2711	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas
OTU_2695	Acidobacteria	Acidobacteria_Gp5	Unassigned	Unassigned	Gp5
OTU_2687	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
OTU_2714	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus
OTU_2683	Proteobacteria	Deltaproteobacteria	Thermales	Thermaceae	Desulfoglaeba
OTU_2709	Firmicutes	Clostridia	Clostridiales	Thermomicrobiaceae	Thermodesulfovibrio
OTU_2708	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
OTU_2712	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
OTU_2723	Proteobacteria	Alphaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfovibrio
OTU_2724	Proteobacteria	Gammaproteobacteria	Bacillales	Acidithiobacillaceae	Acidithiobacillus
OTU_2715	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Saccharomonospora
OTU_2728	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania
OTU_2691	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Glycocaulis
OTU_2726	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Phaeospirillum
OTU_2716	Proteobacteria	Actinobacteria	Actinomycetales	Coriobacteriaceae	Gp7
OTU_2725	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter
OTU_2732	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
OTU_2730	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Gp1
OTU_2717	Cyanobacteria	Cyanobacteria	Bacillales	Family_XII	GpXII
OTU_2721	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadales_incertae_sedis	Dasania
OTU_2734	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
OTU_2722	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU_2733	Proteobacteria	Alphaproteobacteria	Rhizobiales	Burkholderiaceae	Lautropia
OTU_2735	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Parcubacteria_genera_incertae_sedis
OTU_2729	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix
OTU_2737	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_2742	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
OTU_2740	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix
OTU_2741	Elusimicrobia	Endomicrobia	Clostridiales	Veillonellaceae	Candidatus_Endomicrobium
OTU_2718	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
OTU_2744	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Desulfosporosinus
OTU_2736	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Aquaspirillum
OTU_2751	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Alistipes
OTU_2748	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
OTU_2753	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Thermogutta
OTU_2746	Verrucomicrobia	Subdivision5	Actinomycetales	Chloroplast	Subdivision5_genera_incertae_sedis
OTU_2760	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Armatimonadaceae	Saccharibacteria_genera_incertae_sedis
OTU_2739	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
OTU_2759	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Aggregicoccus
OTU_2765	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
OTU_2757	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter
OTU_2745	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Tepidisphaera
OTU_2771	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Orientia
OTU_2768	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
OTU_2767	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Salinirepens
OTU_2762	Proteobacteria	Deltaproteobacteria	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
OTU_2764	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Angustibacter
OTU_2750	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
OTU_2769	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
OTU_2779	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
OTU_2752	Chloroflexi	Dehalococcoidetes	Unassigned	Unassigned	Dehalogenimonas
OTU_2778	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Leucobacter
OTU_2773	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter
OTU_2756	Cyanobacteria	Cyanobacteria	Unassigned	Family_I	GpI
OTU_2772	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Streptosporangium
OTU_2780	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Turneriella
OTU_2775	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio
OTU_2766	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio
OTU_2777	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula
OTU_2774	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
OTU_2782	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
OTU_2783	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6
OTU_2790	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
OTU_2787	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
OTU_2755	Actinobacteria	Actinobacteria	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
OTU_2781	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6
OTU_2794	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
OTU_2788	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
OTU_2791	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
OTU_2797	Actinobacteria	Actinobacteria	Solirubrobacterales	Coriobacteriaceae	Solirubrobacter
OTU_2802	Proteobacteria	Betaproteobacteria	Burkholderiales	Rhodocyclaceae	Methyloversatilis
OTU_2789	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Smithella
OTU_2799	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_2805	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena
OTU_2796	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Paracraurococcus
OTU_2800	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Cellvibrio
OTU_2795	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
OTU_2810	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula
OTU_2808	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
OTU_2809	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia
OTU_2786	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3
OTU_2814	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
OTU_2807	Actinobacteria	Actinobacteria	Euzebyales	Euzebyaceae	Euzebya
OTU_2804	Chloroflexi	Actinobacteria	Actinomycetales	Ardenticatenaceae	Ardenticatena
OTU_2812	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus
OTU_2806	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
OTU_2784	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Domibacillus
OTU_2815	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
OTU_2819	Proteobacteria	Actinobacteria	Solirubrobacterales	Syntrophaceae	Syntrophus
OTU_2828	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudobacteroides
OTU_2827	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus
OTU_2837	Parcubacteria	Unassigned	Unassigned	Unassigned	Parcubacteria_genera_incertae_sedis
OTU_2825	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae_1	Melghirimyces
OTU_2818	Chloroflexi	Dehalococcoidetes	Clostridiales	Dehalococcoidaceae	Dehalogenimonas
OTU_2816	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
OTU_2834	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Lacibacterium
OTU_2833	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria
OTU_2801	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Catellatospora
OTU_2824	Chloroflexi	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia
OTU_2832	Proteobacteria	Deltaproteobacteria	Myxococcales	Geobacteraceae	Pelobacter
OTU_2838	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis
OTU_2835	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium
OTU_2822	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Acetobacteroides
OTU_2820	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
OTU_2839	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania
OTU_2811	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus
OTU_2842	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides
OTU_2826	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
OTU_2847	Acidobacteria	Acidobacteria_Gp4	Unassigned	Unassigned	Gp4
OTU_2846	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
OTU_2862	Parcubacteria	Clostridia	Clostridiales	Clostridiaceae_1	Parcubacteria_genera_incertae_sedis
OTU_2831	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Lacibacterium
OTU_2830	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio
OTU_2844	Proteobacteria	Deltaproteobacteria	Rhizobiales	Bdellovibrionaceae	Bdellovibrio
OTU_2854	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Parvularcula
OTU_2852	Proteobacteria	Betaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera
OTU_2859	Cyanobacteria	Cyanobacteria	Clostridiales	Family_X	GpX
OTU_2843	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU_2849	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella
OTU_2848	Elusimicrobia	Endomicrobia	Selenomonadales	Veillonellaceae	Candidatus_Endomicrobium
OTU_2864	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Unassigned	Geminicoccus
OTU_2853	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU_2861	Proteobacteria	Betaproteobacteria	Burkholderiales	Rhodocyclaceae	Azovibrio
OTU_2869	Proteobacteria	Alphaproteobacteria	Clostridiales	Peptococcaceae_1	Ehrlichia
OTU_2867	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
OTU_2870	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_2866	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
OTU_2880	Tenericutes	Mollicutes	Entomoplasmatales	Cytophagaceae	Mesoplasma
OTU_2873	Chloroflexi	Actinobacteria	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides
OTU_2865	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
OTU_2874	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter
OTU_2872	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
OTU_2877	Verrucomicrobia	Subdivision5	Unassigned	Unassigned	Subdivision5_genera_incertae_sedis
OTU_2850	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena
OTU_2871	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris
OTU_2883	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Thermomicrobium
OTU_2885	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Owenweeksia
OTU_2890	Proteobacteria	Deltaproteobacteria	Ignavibacteriales	Ignavibacteriaceae	Desulfovibrio
OTU_2878	Acidobacteria	Acidobacteria_Gp18	Unassigned	Unassigned	Gp18
OTU_2876	Proteobacteria	Gammaproteobacteria	Actinomycetales	Pseudomonadaceae	Pseudomonas
OTU_2900	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Saccharibacteria_genera_incertae_sedis
OTU_2897	Aminicenantes	Acidobacteria_Gp1	Bacillales	Chloroplast	Aminicenantes_genera_incertae_sedis
OTU_2909	Proteobacteria	Clostridia	Clostridiales	Chitinophagaceae	Parcubacteria_genera_incertae_sedis
OTU_2904	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
OTU_2894	Proteobacteria	Deltaproteobacteria	Phycisphaerales	Phycisphaeraceae	Phycisphaera
OTU_2898	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula
OTU_2888	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Zavarzinella
OTU_2892	Actinobacteria	Actinobacteria	Actinomycetales	Herpetosiphonaceae	Herpetosiphon
OTU_2907	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfoglaeba
OTU_2882	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis
OTU_2903	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter
OTU_2875	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Sporomusa
OTU_2902	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum
OTU_2908	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Hippea
OTU_2906	Firmicutes	Clostridia	Clostridiales	Thermoactinomycetaceae_1	Poribacteria_genera_incertae_sedis
OTU_2901	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
OTU_2911	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
OTU_2889	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Fonticella
OTU_2917	Proteobacteria	Alphaproteobacteria	Bacillales	Bacteriovoracaceae	Halobacteriovorax
OTU_2916	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3
OTU_2912	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Ammoniibacillus
OTU_2920	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_2915	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter
OTU_2910	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga
OTU_2899	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula
OTU_2914	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus
OTU_2921	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga
OTU_2924	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III
OTU_2926	Proteobacteria	Deltaproteobacteria	Actinomycetales	Pseudonocardiaceae	Solirubrobacter
OTU_2935	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter
OTU_2950	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Zavarzinella
OTU_2943	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter
OTU_2947	Acidobacteria	Acidobacteria_Gp2	Unassigned	Unassigned	Gp2
OTU_2931	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
OTU_2932	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter
OTU_2940	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Parcubacteria_genera_incertae_sedis
OTU_2953	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III
OTU_2951	Acidobacteria	Acidobacteria_Gp4	Unassigned	Unassigned	Aridibacter
OTU_2946	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Rhodothermaceae	Rubrivirga
OTU_2960	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera
OTU_2957	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
OTU_2930	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU_2965	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea
OTU_2955	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
OTU_2942	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
OTU_2961	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter
OTU_2929	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
OTU_2927	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Aquihabitans
OTU_2938	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalicibacterium
OTU_2963	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatirhabdium
OTU_2964	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter
OTU_2959	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_III	Caldicellulosiruptor
