Supplementary Table 6: Differential abundance of OTUs between indica and japonica; details of OTUs in each part of Venn diagrams in Figure 3.														
Supplementary Table 6a: Differential abundance of OTUs between indica and japonica in Field I.														
OTUID	logFC	logCPM	P value	FDR 	level	Phylum	Class	Order	Family	Genus	Indica	Japonica	Indica_Soil	Japonica_Soil
OTU_231	1.028	12.032	8.54957E-13	2.66999E-12	Enriched	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	0.1	0.049	Depleted	Depleted
OTU_2317	0.814	11.286	1.10792E-05	2.01008E-05	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	0.014	0.008	Enriched	Enriched
OTU_233	1.109	11.853	1.80805E-17	1.04374E-16	Enriched	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	0.118	0.055	Depleted	Depleted
OTU_234	1.231	11.692	0.000160678	0.000252968	Enriched	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	0.019	0.008	NotSig	NotSig
OTU_235	0.74	13.155	1.60054E-07	3.29624E-07	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	0.087	0.052	NotSig	NotSig
OTU_236	1.26	12.488	3.17674E-22	4.84135E-21	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	0.172	0.072	Depleted	Depleted
OTU_2369	0.965	12.812	1.83988E-07	3.74862E-07	Enriched	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	0.026	0.013	Depleted	Depleted
OTU_237	-0.043	15.433	0.092079786	0.109632496	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.177	0.183	NotSig	Enriched
OTU_2378	1.33	10.13	2.08054E-17	1.18311E-16	Enriched	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	0.028	0.011	Depleted	Depleted
OTU_239	0.61	13.612	0.349559733	0.379436633	NotSig	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	0.095	0.062	Enriched	Enriched
OTU_2397	1.003	13.258	2.51373E-05	4.39326E-05	Enriched	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	0.057	0.028	NotSig	Depleted
OTU_24	-1.407	14.744	0.011175737	0.01504578	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	0.042	0.113	Enriched	Enriched
OTU_242	-0.867	14.517	0.113892165	0.133107101	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Verrucosispora	0.03	0.055	NotSig	Depleted
OTU_243	1.185	11.68	9.67802E-17	4.6675E-16	Enriched	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix	0.097	0.042	NotSig	Depleted
OTU_246	1.097	11.478	5.53966E-20	4.79684E-19	Enriched	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	0.106	0.049	Depleted	Depleted
OTU_248	1.527	12.085	4.20414E-09	9.70774E-09	Enriched	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XII	Fusibacter	0.029	0.01	Enriched	Enriched
OTU_25	-1.567	16.323	6.74149E-13	2.14042E-12	Depleted	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	0.558	1.653	Enriched	Enriched
OTU_2503	1.371	11.057	5.42909E-05	8.83968E-05	Enriched	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XII	Acidaminobacter	0.017	0.006	Enriched	Enriched
OTU_254	0.948	11.795	0.024211339	0.03105899	NotSig	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	0.033	0.017	Enriched	Enriched
OTU_256	-0.283	12.482	0.007677253	0.010675304	Depleted	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agromyces	0.011	0.014	NotSig	Enriched
OTU_2568	-0.585	12.814	0.936451797	0.946387625	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	0.029	0.043	Enriched	Enriched
OTU_257	0.524	12.341	1.60799E-05	2.83769E-05	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Sinomonas	0.056	0.039	Depleted	Depleted
OTU_26	0.941	15.123	4.77221E-10	1.21214E-09	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	0.905	0.471	Enriched	NotSig
OTU_261	1.237	12.484	2.53028E-05	4.40199E-05	Enriched	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	0.037	0.015	Enriched	NotSig
OTU_262	0.878	11.89	0.017924903	0.023388315	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0.027	0.014	Enriched	Enriched
OTU_263	-1.148	13.517	0.000819388	0.001248747	Depleted	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.036	0.08	Enriched	NotSig
OTU_264	1.035	11.873	5.9308E-10	1.4866E-09	Enriched	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	0.072	0.035	Enriched	Enriched
OTU_267	1.32	11.918	5.31989E-05	8.77437E-05	Enriched	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	0.039	0.016	Enriched	Enriched
OTU_27	-0.915	15.335	0.000152362	0.000242759	Depleted	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cedecea	0.133	0.251	Enriched	Enriched
OTU_274	-0.03	12.689	0.084830923	0.101318438	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Ancalomicrobium	0.034	0.034	Enriched	Enriched
OTU_275	1.224	13.168	5.46346E-19	4.00304E-18	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinomadura	0.273	0.117	Depleted	Depleted
OTU_28	-0.663	15.955	0.430593056	0.456980374	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.151	0.239	Enriched	Enriched
OTU_281	-1.478	13.256	0.009646498	0.013126128	Depleted	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	0.024	0.067	Enriched	Enriched
OTU_2811	0.664	12.859	2.83427E-07	5.68346E-07	Enriched	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	0.026	0.017	NotSig	Enriched
OTU_282	0.85	12.533	0.002176328	0.003226385	Enriched	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	0.045	0.025	Enriched	Enriched
OTU_283	0.704	9.67	1.46828E-08	3.19666E-08	Enriched	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	0.027	0.017	Depleted	Depleted
OTU_284	1.077	10.699	8.55438E-10	2.11637E-09	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	0.019	0.009	Enriched	NotSig
OTU_286	1.738	12.082	0.017025724	0.022368278	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0.027	0.008	Enriched	Enriched
OTU_288	1.001	10.586	7.87578E-17	3.89698E-16	Enriched	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	0.047	0.024	Depleted	Depleted
OTU_289	0.467	13.423	6.37108E-09	1.45352E-08	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	0.076	0.055	Depleted	Depleted
OTU_29	1.366	15.72	4.37429E-11	1.199E-10	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Mobilicoccus	0.758	0.294	Enriched	Enriched
OTU_293	0.922	12.879	1.02991E-08	2.30821E-08	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	0.038	0.02	Enriched	Enriched
OTU_296	0.605	13.379	0.280781756	0.307407612	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionicimonas	0.097	0.064	Enriched	Enriched
OTU_297	0.514	12.803	1.46528E-07	3.03409E-07	Enriched	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	0.172	0.12	Depleted	Depleted
OTU_298	0.176	12.948	0.094613818	0.112298643	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.025	0.022	Enriched	Enriched
OTU_3	-0.865	18.515	2.6361E-12	7.90829E-12	Depleted	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	7.747	14.107	Enriched	Enriched
OTU_30	0.616	14.274	6.48295E-05	0.000104661	Enriched	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Georgfuchsia	0.51	0.333	Enriched	Enriched
OTU_301	1.268	11.799	9.1069E-11	2.4608E-10	Enriched	Proteobacteria	Planctomycetia	Planctomycetales	Planctomycetaceae	Desulfovibrio	0.067	0.028	Enriched	Enriched
OTU_303	1.2	10.072	4.92623E-17	2.53634E-16	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	0.034	0.015	Depleted	Depleted
OTU_305	-0.986	14.562	0.095560706	0.113070277	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Azorhizobium	0.034	0.067	Enriched	Enriched
OTU_307	-1.272	7.316	0.014224751	0.018949756	NotSig	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	0	0.001	Enriched	Enriched
OTU_31	-0.017	8.904	0.19764063	0.22278426	NotSig	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Chloroplast	Streptophyta	0.001	0.001	Enriched	Enriched
OTU_310	1.444	11.042	2.44463E-21	3.00453E-20	Enriched	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	0.057	0.021	Depleted	Depleted
OTU_311	1.298	14.025	0.075688475	0.091257307	NotSig	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Psychrosinus	0.057	0.023	Enriched	NotSig
OTU_315	0.802	10.041	0.003155275	0.00457095	Enriched	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	0.01	0.006	NotSig	NotSig
OTU_316	1.421	12.623	1.30098E-26	1.23918E-24	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	0.108	0.04	Enriched	NotSig
OTU_319	1.138	12.819	0.000100125	0.000160961	Enriched	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	0.039	0.018	Depleted	Depleted
OTU_32	1.491	16.829	1.91122E-09	4.55108E-09	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	0.137	0.049	Enriched	NotSig
OTU_321	1.14	10.716	2.75917E-16	1.26656E-15	Enriched	Proteobacteria	Deltaproteobacteria	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	0.051	0.023	Depleted	Depleted
OTU_3226	-0.574	15.033	5.35075E-05	8.77577E-05	Depleted	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.038	0.056	Enriched	Enriched
OTU_323	0.805	9.631	4.55229E-10	1.16404E-09	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	0.026	0.015	Depleted	Depleted
OTU_3260	1.173	10.214	1.74295E-13	5.72469E-13	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	0.017	0.008	Depleted	Depleted
OTU_329	0.752	12.252	6.71185E-10	1.67138E-09	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	0.061	0.036	NotSig	Depleted
OTU_33	-0.268	14.939	0.009995878	0.01355313	Depleted	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	0.455	0.548	Enriched	Enriched
OTU_330	0.88	12.199	0.014847476	0.019641973	NotSig	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	0.034	0.019	Depleted	Depleted
OTU_331	0.338	11.963	0.001060925	0.001591387	Enriched	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Unassigned	Rhizomicrobium	0.084	0.067	Depleted	Depleted
OTU_335	0.966	11.511	6.29443E-14	2.10367E-13	Enriched	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	0.044	0.022	Depleted	Depleted
OTU_3395	0.702	11.51	0.01738297	0.022759146	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodospirillaceae	Novispirillum	0.025	0.015	Enriched	Enriched
OTU_34	1.145	16.005	9.77235E-11	2.62202E-10	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	0.301	0.136	NotSig	NotSig
OTU_340	1.37	10.345	3.11866E-20	2.76328E-19	Enriched	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioprofundum	0.037	0.014	Depleted	Depleted
OTU_341	0.948	9.647	1.94937E-10	5.15771E-10	Enriched	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	0.023	0.012	Depleted	Depleted
OTU_3464	1.158	11.985	5.83722E-09	1.33975E-08	Enriched	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	0.058	0.026	Enriched	Enriched
OTU_348	1.322	13.2	3.58792E-06	6.66828E-06	Enriched	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	0.02	0.008	NotSig	NotSig
OTU_35	-0.364	13.191	0.098203384	0.115837428	NotSig	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	0.049	0.064	Enriched	Enriched
OTU_350	1.194	12.342	1.49876E-25	9.51711E-24	Enriched	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	0.204	0.089	Depleted	Depleted
OTU_352	1.068	12.387	3.12394E-19	2.33377E-18	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Cryptosporangiaceae	Jatrophihabitans	0.188	0.09	Depleted	Depleted
OTU_354	1.057	10.472	3.03224E-17	1.69895E-16	Enriched	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	0.053	0.026	Depleted	Depleted
OTU_3540	-0.984	13.028	0.772261749	0.795220882	NotSig	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	0.014	0.027	Enriched	NotSig
OTU_356	1.149	10.927	1.19027E-19	9.85851E-19	Enriched	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Gp1	0.074	0.033	Depleted	Depleted
OTU_36	2.667	15.434	1.7629E-06	3.35216E-06	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Tepidimonas	0.071	0.011	Enriched	Enriched
OTU_365	1.142	12.396	1.48502E-09	3.62689E-09	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium	0.058	0.026	NotSig	Depleted
OTU_366	1.344	11.351	2.85706E-18	1.90972E-17	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinopolymorpha	0.072	0.028	Depleted	Depleted
OTU_3692	-0.247	14.355	0.010083627	0.013623623	NotSig	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	0.077	0.092	Enriched	Enriched
OTU_37	1.166	13.441	8.43746E-20	7.14372E-19	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Geobacter	0.341	0.152	Enriched	NotSig
OTU_370	1.29	10.328	9.68462E-08	2.02738E-07	Enriched	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	0.016	0.006	NotSig	NotSig
OTU_374	1.248	10.619	1.28246E-19	1.01796E-18	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Rhodocyclaceae	Burkholderia	0.049	0.02	Depleted	Depleted
OTU_375	1.41	10.951	0.026228003	0.033533118	NotSig	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Alistipes	0.016	0.006	Enriched	Enriched
OTU_376	-1.832	16.781	0.00076107	0.001164529	Depleted	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.276	0.984	Enriched	Enriched
OTU_378	1.258	12.659	2.8649E-14	1.0014E-13	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus	0.114	0.048	Enriched	Enriched
OTU_38	0.209	13.729	0.153355829	0.175989671	NotSig	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.048	0.042	Enriched	Enriched
OTU_384	1.146	11.018	3.78477E-22	5.54614E-21	Enriched	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	0.079	0.036	Depleted	Depleted
OTU_385	0.924	12.069	5.42271E-14	1.82836E-13	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Intrasporangium	0.123	0.065	Depleted	Depleted
OTU_3854	-3.384	14.616	0.058780185	0.072010451	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	0.008	0.079	Enriched	Enriched
OTU_386	1.221	12.616	1.19899E-25	9.13627E-24	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	0.218	0.093	Depleted	Depleted
OTU_388	0.962	15.565	0.289220484	0.315739267	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	0.361	0.185	Enriched	Enriched
OTU_39	0.825	14.96	1.86028E-08	4.00433E-08	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Piscinibacter	0.776	0.438	Enriched	Enriched
OTU_390	0.773	12.071	1.24918E-05	2.24499E-05	Enriched	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter	0.014	0.008	NotSig	NotSig
OTU_392	1.04	10.512	3.85986E-18	2.45101E-17	Enriched	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Candidatus_Solibacter	0.048	0.023	Depleted	Depleted
OTU_393	1.113	8.999	1.28294E-08	2.80921E-08	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	0.011	0.005	Depleted	Depleted
OTU_395	0.918	9.45	2.09293E-07	4.24153E-07	Enriched	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	0.019	0.01	Depleted	Depleted
OTU_396	1.287	10.688	9.56261E-24	2.2771E-22	Enriched	Proteobacteria	Deltaproteobacteria	Bacillales	Desulfuromonadaceae	Gemmatimonas	0.06	0.024	Depleted	Depleted
OTU_397	0.147	13.035	0.166980196	0.191049414	NotSig	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	0.064	0.058	NotSig	Depleted
OTU_399	0.466	5.369	0.374430451	0.405278415	NotSig	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Empedobacter	0	0	NotSig	NotSig
OTU_4	-0.698	18.787	1.09308E-08	2.4073E-08	Depleted	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	11.285	18.305	Enriched	Enriched
OTU_40	0.646	16.632	0.190626809	0.21680243	NotSig	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	1.1	0.703	NotSig	Enriched
OTU_402	0.803	9.843	2.94138E-09	6.91768E-09	Enriched	Poribacteria	Actinobacteria	Caldilineales	Caldilineaceae	Poribacteria_genera_incertae_sedis	0.02	0.011	Depleted	Depleted
OTU_406	0.847	10.248	1.18025E-14	4.45222E-14	Enriched	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter	0.048	0.027	Depleted	Depleted
OTU_41	-1.019	14.563	6.62331E-09	1.50207E-08	Depleted	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Uliginosibacterium	0.259	0.525	Enriched	Enriched
OTU_410	1.087	12.002	9.54412E-23	1.65287E-21	Enriched	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Candidatus_Koribacter	0.128	0.06	Depleted	Depleted
OTU_412	-0.088	15.393	0.051800273	0.063870239	NotSig	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	0.111	0.118	Enriched	Enriched
OTU_418	1.21	11.658	4.17501E-05	7.03841E-05	Enriched	Proteobacteria	Spirochaetia	Spirochaetales	Leptospiraceae	Turneriella	0.031	0.013	Enriched	NotSig
OTU_419	1.05	10.204	1.31918E-13	4.3705E-13	Enriched	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Cystobacter	0.03	0.014	Depleted	Depleted
OTU_42	0.237	15.407	0.419271639	0.449978857	NotSig	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Fusibacter	0.262	0.223	Enriched	NotSig
OTU_426	1.141	9.494	1.45971E-11	4.15037E-11	Enriched	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	0.021	0.009	Depleted	Depleted
OTU_427	0.72	12.261	0.000137415	0.00021998	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	0.038	0.023	Enriched	Enriched
OTU_43	-1.955	16.675	7.58987E-13	2.38987E-12	Depleted	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas	0.207	0.803	Enriched	Enriched
OTU_4306	1.442	9.324	2.41796E-16	1.12347E-15	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Thiomonas	0.017	0.006	Depleted	Depleted
OTU_433	-0.531	8.625	0.041592977	0.051957128	NotSig	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	0.001	0.002	NotSig	Enriched
OTU_4346	-2.319	17.416	0.00374741	0.005387786	Depleted	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	0.083	0.412	Enriched	NotSig
OTU_4356	0.964	7.928	0.002559972	0.003722707	Enriched	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinomadura	0.002	0.001	NotSig	Enriched
OTU_438	1.102	10.998	4.11666E-17	2.1784E-16	Enriched	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	0.06	0.028	Depleted	Depleted
OTU_439	1.152	12.028	1.03622E-08	2.30877E-08	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	0.087	0.039	Enriched	NotSig
OTU_440	1.183	12.281	2.75357E-24	9.53738E-23	Enriched	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Streptomyces	0.173	0.076	NotSig	Depleted
OTU_4414	-1.041	8.428	0.115404216	0.134461793	NotSig	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XII	Exiguobacterium	0	0.001	NotSig	Enriched
OTU_442	0.755	12.798	0.002228813	0.003291386	Enriched	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0.04	0.024	Enriched	Enriched
OTU_448	1.648	12.79	0.322851159	0.351446548	NotSig	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azonexus	0.005	0.002	Enriched	Enriched
OTU_45	0.48	13.581	0.002293306	0.003373551	Enriched	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptonema	0.26	0.186	Enriched	Enriched
OTU_453	-2.71	16.511	5.62266E-05	9.11589E-05	Depleted	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Cellulosimicrobium	0.018	0.121	Enriched	NotSig
OTU_46	-0.136	14.775	0.234696736	0.261460399	NotSig	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Pseudogulbenkiania	0.341	0.374	Enriched	Enriched
OTU_461	0.874	11.668	8.01978E-08	1.68814E-07	Enriched	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacter	0.072	0.039	Enriched	NotSig
OTU_47	0.801	12.342	3.21097E-10	8.3223E-10	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	0.056	0.032	Depleted	NotSig
OTU_477	1.053	10.188	3.89798E-11	1.08404E-10	Enriched	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Thermogemmatispora	0.022	0.01	Depleted	Depleted
OTU_479	1.85	14.987	0.001720699	0.002560884	Enriched	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	0.046	0.013	Enriched	NotSig
OTU_48	1.263	13.706	3.06971E-18	1.9823E-17	Enriched	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	0.447	0.186	Enriched	Enriched
OTU_482	1.201	9.834	5.81953E-13	1.86323E-12	Enriched	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Thermomicrobiaceae	Thermomicrobium	0.025	0.011	Depleted	Depleted
OTU_484	1.363	9.425	1.68082E-15	6.88596E-15	Enriched	Proteobacteria	Deltaproteobacteria	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	0.021	0.008	Depleted	Depleted
OTU_49	1.096	16.132	2.8923E-12	8.60911E-12	Enriched	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Gallionella	0.468	0.219	Enriched	Enriched
OTU_494	1.259	11.304	7.34367E-16	3.07466E-15	Enriched	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Chelatococcus	0.057	0.024	NotSig	Depleted
OTU_496	1.454	13.437	1.84642E-23	3.90825E-22	Enriched	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mobilitalea	0.196	0.071	Enriched	NotSig
OTU_5	-0.474	18.174	0.020753613	0.026894988	NotSig	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XII	Exiguobacterium	1.098	1.525	Enriched	Enriched
OTU_50	-0.245	13.319	0.450825437	0.475801916	NotSig	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Vogesella	0.065	0.076	Enriched	Enriched
OTU_501	0.968	12.528	4.05632E-15	1.6268E-14	Enriched	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	0.07	0.036	Depleted	NotSig
OTU_506	1.292	10.194	2.29895E-20	2.08548E-19	Enriched	Proteobacteria	Betaproteobacteria	Burkholderiales	Sulfuricellaceae	Sulfuriferula	0.034	0.014	Depleted	Depleted
